,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ig01,ig02,ig03,ig04,ig05,ig06,ig07,ig08
14001,WBGene00021037,212.5966948,-0.07188106812,0.1100598565,-0.6531088666,0.5136860965,0.6302478227,235.9293493,201.1858021,184.8641432,216.0979109,223.8901562,202.7937157,224.8101922,211.2022889
14002,WBGene00206354,45.87218656,-0.1441344568,0.2207317036,-0.652984843,0.51376605,0.6303009004,42.55980419,48.52722866,53.01251166,41.23423035,46.90189043,40.91452159,50.44521385,43.38209177
14003,WBGene00003671,8.575273691,-0.3292442208,0.5043418279,-0.6528195811,0.5138725984,0.6303415807,8.326918212,9.098855374,8.155771025,8.399565443,9.734354617,7.115568973,12.06298592,5.70816997
14004,WBGene00016525,5.313577478,-0.4362430156,0.6681991951,-0.6528637251,0.5138441366,0.6303415807,7.401705077,6.065903582,2.718590342,4.581581151,9.734354617,5.33667673,4.386540335,2.283267988
14005,WBGene00017069,174.0905407,-0.07678090654,0.1176332972,-0.6527140561,0.513940639,0.6303800284,185.0426269,155.6915253,164.4747157,174.8636806,177.8732071,164.5475325,186.4279642,183.803073
14006,WBGene00003434,1.375150769,-0.989566148,1.517182111,-0.6522395306,0.5142466622,0.6307103501,2.775639404,2.021967861,0,0,4.424706644,1.778892243,0,0
14007,WBGene00016600,8.258039042,0.3662812038,0.5618520093,0.6519175829,0.5144543415,0.630920017,12.95298388,12.13180716,6.796475854,10.69035602,3.539765315,5.33667673,5.483175418,9.133071951
14008,WBGene00008070,7.022292217,-0.3740405798,0.5738841637,-0.6517701715,0.5145494468,0.6309639173,7.401705077,8.087871443,8.155771025,5.345178009,11.50423727,4.447230608,4.386540335,6.849803964
14009,WBGene00017619,12.14203295,0.2823553736,0.433227676,0.6517482359,0.5145635998,0.6309639173,12.02777075,10.1098393,8.155771025,11.45395288,13.27411993,15.12058407,9.869715753,17.12450991
14010,WBGene00011922,1.255637563,-0.9023697534,1.385729435,-0.6511875485,0.5149254271,0.6313317181,1.850426269,0,0,1.527193717,3.539765315,0.8894461216,1.096635084,1.141633994
14011,WBGene00202400,2.112798746,-0.65675846,1.008582902,-0.6511695359,0.5149370533,0.6313317181,1.850426269,1.01098393,2.718590342,1.527193717,3.539765315,1.778892243,2.193270167,2.283267988
14012,WBGene00013863,6.318459476,0.3943390874,0.6056485456,0.6511021785,0.5149805304,0.6313399622,7.401705077,9.098855374,2.718590342,6.108774867,7.964471959,7.115568973,3.289905251,6.849803964
14013,WBGene00013584,224.5767575,-0.07041141369,0.1082467497,-0.6504713894,0.5153877767,0.6317941361,239.6302019,236.5702397,229.7208839,237.478623,234.5094521,206.3515002,217.1337466,195.219413
14014,WBGene00023172,11.12000662,-0.2937491976,0.4518887933,-0.6500475381,0.5156615151,0.6320845944,13.87819702,8.087871443,9.515066195,7.635968584,13.27411993,14.23113795,12.06298592,10.27470595
14015,WBGene00044421,16.79450974,0.2364508844,0.3641204816,0.6493754029,0.5160957587,0.6325717405,16.65383642,20.21967861,14.95224688,16.03553403,12.3891786,16.01003019,17.54616134,20.54941189
14016,WBGene00007955,1815.506523,0.03268197938,0.05035037943,0.6490910247,0.5162795428,0.6327518541,1756.979743,1733.837441,1913.8876,1907.464952,1732.715122,1858.052948,1784.225281,1836.889096
14017,WBGene00008989,3.843544835,0.5133523303,0.7910816932,0.6489245482,0.5163871467,0.6328181996,4.626065673,3.032951791,0,6.108774867,4.424706644,3.557784486,3.289905251,5.70816997
14018,WBGene00020627,66.63626139,-0.1198710307,0.1847315005,-0.6488932875,0.5164073537,0.6328181996,73.09183763,60.65903582,74.76123439,58.7969581,61.94589302,68.48735136,67.99137519,67.35640564
14019,WBGene00011243,2.261684291,-0.7196627591,1.109418082,-0.6486849012,0.5165420657,0.6329381272,2.775639404,2.021967861,4.077885512,4.581581151,3.539765315,0,1.096635084,0
14020,WBGene00012693,607.4375427,0.04814776778,0.07430540337,0.647971286,0.5170035222,0.6334583812,631.9205709,671.2933298,558.6703152,605.5323087,562.8226851,591.4816709,633.8550784,603.9243828
14021,WBGene00021096,7.871161538,-0.3675277883,0.5672772458,-0.6478803637,0.5170623321,0.6334852536,14.80341015,9.098855374,9.515066195,6.108774867,4.424706644,4.447230608,6.579810502,7.991437958
14022,WBGene00003214,13714.9829,0.02227235554,0.03441087599,0.6472475606,0.5174717344,0.6339393715,13476.65452,13743.31555,14132.59189,13635.5491,13666.14894,14325.41923,13167.29745,13572.88655
14023,WBGene00019418,79.51615882,0.1203251072,0.185918324,0.6471933731,0.5175067997,0.6339393715,90.67088719,82.90068229,61.16828268,76.35968584,61.94589302,81.82904319,89.92407686,91.33071951
14024,WBGene00009470,1.454026906,0.9717623844,1.502177443,0.6469025274,0.51769503,0.6341247308,0.9252131346,7.076887513,0,0.7635968584,1.769882658,0,1.096635084,0
14025,WBGene00198681,1.265579994,-0.9626415705,1.488702773,-0.6466311395,0.5178706994,0.6342946791,0,0,4.077885512,2.290790575,1.769882658,0.8894461216,1.096635084,0
14026,WBGene00235273,1.651012451,0.8005699598,1.238523101,0.6463908176,0.5180262856,0.6344400067,3.700852538,3.032951791,0,1.527193717,0.8849413288,1.778892243,0,2.283267988
14027,WBGene00006223,9.239217937,-0.3486748171,0.5394913879,-0.6463028417,0.5180832479,0.634464535,12.02777075,4.043935722,4.077885512,9.163162301,8.849413288,12.4522457,16.44952625,6.849803964
14028,WBGene00004134,633.2913811,-0.04981697824,0.07714255893,-0.6457781401,0.5184230468,0.6348268463,600.4633244,544.9203385,649.7430916,662.8020731,661.9361139,664.4162528,667.8507659,614.1990887
14029,WBGene00013802,38.68633335,-0.1801037495,0.2789141365,-0.6457318791,0.5184530112,0.6348268463,33.30767285,30.32951791,61.16828268,26.72589004,35.39765315,41.80396771,35.09232268,45.66535976
14030,WBGene00009424,1.183646491,-1.1664901,1.809724197,-0.6445678859,0.5192072517,0.6357050727,5.551278808,3.032951791,0,0,0.8849413288,0,0,0
14031,WBGene00194681,11.56503594,0.2912628859,0.4519353012,0.6444791658,0.5192647634,0.6357301765,12.95298388,11.12082323,5.437180683,14.50834031,8.849413288,15.12058407,14.25625609,10.27470595
14032,WBGene00019316,5.012257472,0.4271452449,0.662946255,0.6443135346,0.5193721407,0.6358163222,5.551278808,4.043935722,2.718590342,6.108774867,5.309647973,6.226122851,3.289905251,6.849803964
14033,WBGene00013744,7.089413802,-0.3784348028,0.5874198066,-0.6442322825,0.51942482,0.6358354991,9.252131346,5.054919652,4.077885512,9.163162301,9.734354617,2.668338365,8.773080669,7.991437958
14034,WBGene00019571,2.668907452,-0.6183750738,0.9600668395,-0.644095857,0.5195132767,0.6358984657,7.401705077,2.021967861,1.359295171,2.290790575,1.769882658,0.8894461216,2.193270167,3.424901982
14035,WBGene00018863,472.3507637,-0.05040471588,0.07827134402,-0.6439740688,0.5195922494,0.6359498155,473.7091249,489.3162223,448.5674064,488.7019894,497.3370268,439.3863841,502.2588683,439.5290877
14036,WBGene00015573,2.382856357,0.6449484406,1.00193015,0.6437059912,0.5197661041,0.6361172796,1.850426269,1.01098393,1.359295171,2.290790575,0.8849413288,2.668338365,3.289905251,5.70816997
14037,WBGene00009047,14.98844137,0.2543757542,0.3952539239,0.6435755316,0.5198507212,0.6361755139,14.80341015,17.18672682,13.59295171,15.27193717,15.92894392,11.56279958,9.869715753,21.69104588
14038,WBGene00008643,2.002879191,0.8312258939,1.29172892,0.6434987102,0.5199005514,0.636191172,0,5.054919652,2.718590342,3.817984292,0,0,3.289905251,1.141633994
14039,WBGene00003412,330.832744,0.06327880391,0.0983450533,0.6434365714,0.5199408596,0.6361951767,318.2733183,321.4928899,311.2785941,322.2378743,316.8089957,310.4166964,345.4400514,400.7135319
14040,WBGene00008478,5.211498142,0.4826529348,0.7502354661,0.6433352682,0.5200065763,0.6362302684,0.9252131346,7.076887513,2.718590342,1.527193717,7.964471959,8.005015094,5.483175418,7.991437958
14041,WBGene00015941,3189.875181,-0.02572556686,0.03999256012,-0.6432588158,0.5200561749,0.6362456358,3266.002365,3318.04926,3262.30841,3080.349727,3167.205016,3124.624225,3176.951837,3123.510607
14042,WBGene00018583,3.101806632,-0.5889860704,0.9157146416,-0.6431982669,0.5200954578,0.6362483815,0.9252131346,4.043935722,5.437180683,3.817984292,4.424706644,1.778892243,4.386540335,0
14043,WBGene00004398,27.57298869,-0.7279733898,1.132712647,-0.6426814354,0.5204308295,0.6366133155,95.29695287,47.51624473,2.718590342,9.163162301,23.89341588,2.668338365,15.35289117,23.97431387
14044,WBGene00017388,4.419302991,0.4673739886,0.7272987569,0.6426162345,0.5204731463,0.6366197455,2.775639404,3.032951791,5.437180683,3.817984292,3.539765315,8.894461216,3.289905251,4.566535976
14045,WBGene00015610,223.0223222,-0.07840059289,0.1220622227,-0.6423002231,0.5206782694,0.6367799596,211.8738078,205.2297379,207.9721611,245.1145916,217.6955669,197.457039,279.6419463,219.1937268
14046,WBGene00016972,5.954518743,0.4044011125,0.6295884097,0.642326171,0.5206614251,0.6367799596,2.775639404,9.098855374,8.155771025,4.581581151,5.309647973,5.33667673,4.386540335,7.991437958
14047,WBGene00009242,1.743457177,-0.7966938626,1.240536212,-0.6422173372,0.5207320776,0.6368004293,1.850426269,0,2.718590342,0,0.8849413288,1.778892243,3.289905251,3.424901982
14048,WBGene00020460,15.29358231,0.2707896866,0.4217684147,0.6420340575,0.52085107,0.6369006037,12.95298388,20.21967861,20.38942756,12.98114659,13.27411993,9.783907337,8.773080669,23.97431387
14049,WBGene00044776,20.5098867,-0.218630951,0.3406665043,-0.6417741346,0.5210198461,0.6370616355,19.42947583,17.18672682,23.1080179,17.56272774,29.20306385,24.01504528,16.44952625,17.12450991
14050,WBGene00008600,6.055225078,0.3981073643,0.621393989,0.6406681934,0.5217382833,0.6378946784,4.626065673,11.12082323,4.077885512,4.581581151,4.424706644,6.226122851,7.676445586,5.70816997
14051,WBGene00009049,1051.322093,0.03713754874,0.05798815582,0.6404333474,0.5218909087,0.6380358714,1019.584874,1059.511159,1068.406004,1149.213272,1030.071707,1032.646947,1038.513424,1012.629353
14052,WBGene00013053,2.479809188,-0.7028673002,1.09808867,-0.6400824626,0.5221189898,0.6382309083,4.626065673,1.01098393,0,5.345178009,4.424706644,0,3.289905251,1.141633994
14053,WBGene00017271,7.754725621,-0.3465045229,0.5413510598,-0.6400736022,0.5221247499,0.6382309083,11.10255762,5.054919652,10.87436137,6.872371726,6.194589302,6.226122851,6.579810502,9.133071951
14054,WBGene00012905,3.933690103,-0.5058745909,0.790623756,-0.6398423865,0.5222750729,0.6383692332,4.626065673,3.032951791,9.515066195,3.817984292,3.539765315,3.557784486,1.096635084,2.283267988
14055,WBGene00021100,29.88333006,0.2247151567,0.3515128121,0.6392801312,0.5226407115,0.6387706967,24.98075463,24.26361433,8.155771025,29.01668062,35.39765315,35.57784486,40.5754981,41.09882378
14056,WBGene00021082,383.6272527,-0.05190615034,0.08120316899,-0.6392133581,0.5226841433,0.6387783305,392.2903691,380.1299578,395.5548947,371.1080732,373.4452408,396.6929702,402.4650757,357.3314401
14057,WBGene00018548,2.351949071,-0.6566735445,1.02753394,-0.6390772301,0.5227726918,0.6388221239,1.850426269,3.032951791,0,1.527193717,6.194589302,1.778892243,3.289905251,1.141633994
14058,WBGene00021284,1.597861597,0.8305892161,1.299737276,0.6390439297,0.5227943543,0.6388221239,0,2.021967861,2.718590342,3.817984292,0,0.8894461216,2.193270167,1.141633994
14059,WBGene00008447,191.4227238,0.07320581731,0.1146102845,0.6387368957,0.5229941063,0.6389753028,211.8738078,196.1308825,165.8340108,203.1167643,184.0677964,196.5675929,183.138059,190.652877
14060,WBGene00021914,501.4798684,-0.04895927747,0.07664543719,-0.6387761524,0.5229685642,0.6389753028,543.10011,480.2173669,501.579918,514.6642826,478.7532589,515.8787505,518.7083946,458.9368656
14061,WBGene00014938,1832.778401,-0.02960375144,0.04637026354,-0.6384210307,0.5231996445,0.639180961,1892.986073,1885.48503,1867.671565,1746.346015,1790.236308,1782.450028,1853.313291,1843.7389
14062,WBGene00006550,6.646678428,-0.4252203266,0.6663286772,-0.6381540238,0.5233734223,0.639256872,2.775639404,10.1098393,6.796475854,2.290790575,8.849413288,8.005015094,12.06298592,2.283267988
14063,WBGene00012758,155.3017393,0.07671105002,0.1202024596,0.638182033,0.5233551915,0.639256872,148.9593147,165.8013646,148.1631736,158.0645497,155.7496739,155.6530713,151.3356415,158.6871252
14064,WBGene00045293,10.62550262,-0.311722491,0.4883958719,-0.6382578333,0.5233058558,0.639256872,12.02777075,14.15377503,9.515066195,8.399565443,18.5837679,8.894461216,6.579810502,6.849803964
14065,WBGene00006625,1.275926274,-0.9219357631,1.445039927,-0.6380002003,0.5234735497,0.6393337104,0.9252131346,2.021967861,0,1.527193717,3.539765315,0,2.193270167,0
14066,WBGene00007305,7.76437247,0.3526317273,0.5530896531,0.6375670298,0.5237555635,0.6396071368,5.551278808,5.054919652,8.155771025,12.98114659,6.194589302,6.226122851,7.676445586,10.27470595
14067,WBGene00200459,3.907246419,-0.4829914035,0.7575837219,-0.6375419502,0.5237718939,0.6396071368,6.476491942,2.021967861,4.077885512,3.054387434,5.309647973,3.557784486,2.193270167,4.566535976
14068,WBGene00021423,974.3161257,0.04316867103,0.06778341343,0.6368618641,0.5242148253,0.6400570239,884.5037567,894.7207784,990.9261795,965.186429,961.0462831,1019.305255,1003.421102,1075.419222
14069,WBGene00220017,3.555500159,-0.5449779307,0.8556473875,-0.6369188274,0.5241777185,0.6400570239,2.775639404,0,4.077885512,1.527193717,4.424706644,4.447230608,5.483175418,5.70816997
14070,WBGene00000663,2.800072388,-0.6971223811,1.095153937,-0.6365519561,0.5244167281,0.6402125332,0.9252131346,3.032951791,0,1.527193717,11.50423727,0.8894461216,1.096635084,3.424901982
14071,WBGene00004228,259.1294779,0.07641883909,0.1200508887,0.6365537139,0.5244155827,0.6402125332,277.5639404,261.844838,213.4093418,227.5518638,284.0661665,275.7282977,229.1967325,303.6746424
14072,WBGene00008352,27.21093522,-0.1856531075,0.2917452618,-0.6363534624,0.5245460662,0.6402757326,27.75639404,21.23066254,33.98237927,25.19869633,25.66329854,22.23615304,28.51251218,33.10738582
14073,WBGene00019394,72.92266398,0.123607778,0.1942599439,0.6363009044,0.5245803156,0.6402757326,75.86747704,88.96658587,48.93462615,76.35968584,69.02542365,74.71347421,84.44090144,65.07313765
14074,WBGene00194675,4.413387381,-0.4564558797,0.7172508993,-0.6363963853,0.5245180963,0.6402757326,3.700852538,5.054919652,4.077885512,2.290790575,7.07953063,5.33667673,5.483175418,2.283267988
14075,WBGene00021820,1094.61603,-0.03902111385,0.06137328801,-0.6357996306,0.5249070283,0.6406289827,1132.460877,1087.818709,1190.74257,1147.686078,1052.19524,1074.450915,1069.219207,1002.354647
14076,WBGene00020813,179.7004413,-0.07195903006,0.1131991816,-0.6356850735,0.5249817072,0.6406746069,176.7157087,179.9551396,188.9420287,170.2820994,183.1828551,183.225901,188.6212344,166.6785631
14077,WBGene00008259,2.234284603,0.6280284028,0.9884869039,0.6353431697,0.5252046241,0.640810074,1.850426269,3.032951791,1.359295171,3.817984292,2.654823986,1.778892243,1.096635084,2.283267988
14078,WBGene00016714,170.430588,0.08759598116,0.1378565924,0.6354137993,0.5251585705,0.640810074,191.5191189,212.3066254,160.3968302,172.57289,167.2539111,151.2058407,140.3692907,167.8201971
14079,WBGene00020004,75.16237725,-0.1184120545,0.1863593898,-0.6353962342,0.5251700235,0.640810074,80.49354271,53.58214831,73.40193922,70.25091097,77.87483693,88.05516604,81.15099619,76.48947759
14080,WBGene00013750,27.98458398,-0.1804411872,0.2841668433,-0.6349832554,0.5254393359,0.641050917,28.68160717,25.27459826,27.18590342,25.19869633,25.66329854,24.9044914,37.28559284,29.68248384
14081,WBGene00009095,15.85203225,0.2504357946,0.3947716391,0.6343814242,0.5258319295,0.6414843324,17.57904956,18.19771075,9.515066195,18.3263246,19.46870923,21.34670692,10.96635084,11.41633994
14082,WBGene00017194,6.026077027,0.4354244293,0.6867218853,0.6340622581,0.5260401924,0.6416928295,2.775639404,7.076887513,9.515066195,8.399565443,6.194589302,1.778892243,2.193270167,10.27470595
14083,WBGene00012321,1.543970046,0.7811717979,1.234392622,0.6328390043,0.526838783,0.6426213601,0.9252131346,2.021967861,2.718590342,1.527193717,0,1.778892243,1.096635084,2.283267988
14084,WBGene00005271,14.69342301,-0.2749971723,0.4346251816,-0.6327225939,0.5269148127,0.6426684644,22.20511523,19.20869468,5.437180683,12.98114659,18.5837679,12.4522457,17.54616134,9.133071951
14085,WBGene00004165,1.912347514,-0.7809890651,1.234880456,-0.6324410279,0.5270987318,0.6428015061,0.9252131346,1.01098393,8.155771025,2.290790575,0.8849413288,0.8894461216,0,1.141633994
14086,WBGene00007177,2.24510345,0.7532027024,1.190906147,0.6324618478,0.5270851311,0.6428015061,5.551278808,7.076887513,0,1.527193717,0.8849413288,1.778892243,0,1.141633994
14087,WBGene00013169,18.05735624,0.2266358586,0.3589322523,0.6314168124,0.527768026,0.6435720275,14.80341015,19.20869468,13.59295171,16.03553403,20.35365056,25.79393753,17.54616134,17.12450991
14088,WBGene00003770,12.90755398,-0.2744341019,0.4349280711,-0.630987329,0.5280488095,0.6438687144,17.57904956,14.15377503,12.23365654,7.635968584,8.849413288,11.56279958,17.54616134,13.69960793
14089,WBGene00015111,31.56533414,0.1793663189,0.2843256791,0.6308481156,0.5281398394,0.6439340025,35.15809912,26.28558219,20.38942756,30.54387434,28.31812252,43.58285996,33.99568759,34.24901982
14090,WBGene00020401,52.22234735,-0.1404669805,0.2227526427,-0.6305962473,0.5283045532,0.6440891139,56.43800121,44.48329294,66.60546337,52.68818323,38.05247714,48.91953669,59.21829452,51.37352973
14091,WBGene00007689,357.3414577,-0.06270954291,0.09951765082,-0.6301348795,0.5286063409,0.6443655779,347.8801386,379.1189739,406.4292561,333.6918271,311.4993477,356.6678948,398.0785354,325.3656883
14092,WBGene00010295,246.7846158,-0.06552677218,0.1039834867,-0.6301651759,0.5285865209,0.6443655779,222.9763654,239.6031915,278.65551,240.5330104,243.3588654,230.3665455,266.4823253,252.3011127
14093,WBGene00018491,13573.85727,-0.02437122376,0.03868491421,-0.6299929637,0.5286991878,0.6444330269,13521.98996,13387.44921,14662.71701,13753.14302,13415.71054,13500.01323,13165.10418,13184.731
14094,WBGene00022748,6062.283229,-0.02939454369,0.04668125938,-0.6296861757,0.5288999291,0.6446319698,6045.342622,6038.607016,6717.636734,6127.101192,5739.729459,5888.133325,6004.077083,5937.638402
14095,WBGene00011101,23.61464683,0.2045774215,0.3250693654,0.629334669,0.5291299788,0.6448666035,17.57904956,29.31853398,29.90449376,19.85351832,23.89341588,22.23615304,16.44952625,29.68248384
14096,WBGene00005568,2.016257437,0.7403212256,1.176730328,0.6291341424,0.5292612398,0.6449808157,4.626065673,4.043935722,1.359295171,2.290790575,0,2.668338365,0,1.141633994
14097,WBGene00017987,4.761421954,-0.43317713,0.6888516703,-0.6288394855,0.5294541468,0.6451701308,4.626065673,7.076887513,5.437180683,2.290790575,6.194589302,3.557784486,5.483175418,3.424901982
14098,WBGene00010333,2282.265693,-0.02932151383,0.04663557368,-0.6287370673,0.5295212067,0.645206078,2350.966575,2358.62551,2410.030338,2279.336622,2245.096151,2241.404226,2220.686044,2151.980079
14099,WBGene00007786,5326.921856,-0.02813178358,0.04475458851,-0.6285787561,0.5296248718,0.6452866195,5528.148479,5532.104067,5677.775928,5317.688522,5190.180893,5061.837878,5123.479111,5184.159966
14100,WBGene00011499,49.32484689,0.1360214741,0.2164261149,0.6284891919,0.5296835247,0.6453123112,51.81193554,47.51624473,48.93462615,53.45178009,44.24706644,45.3617522,42.76876826,60.50660168
14101,WBGene00015391,3586.133843,0.03008304541,0.04787577563,0.6283563036,0.5297705553,0.6453453341,3322.440366,3383.763215,3683.689913,3804.239549,3571.623203,3642.281868,3624.378952,3656.653683
14102,WBGene00016924,3.934022743,0.4901328361,0.7800525758,0.6283330782,0.5297857668,0.6453453341,1.850426269,7.076887513,2.718590342,5.345178009,6.194589302,2.668338365,2.193270167,3.424901982
14103,WBGene00016046,141.2653439,0.08649956788,0.1376877554,0.6282299225,0.529853331,0.6453818706,159.1366592,137.4938145,116.8993847,142.7926125,144.2454366,161.8791941,126.1130346,141.5626152
14104,WBGene00013900,12.12986734,0.2803537762,0.4466714183,0.627651031,0.530232571,0.645798008,12.02777075,8.087871443,8.155771025,16.03553403,10.61929595,18.67836855,13.159621,10.27470595
14105,WBGene00021874,235.2683436,0.07021155884,0.1118863995,0.6275254112,0.5303148845,0.6458524697,222.9763654,246.680079,239.2359501,281.0036439,233.6245108,221.4720843,224.8101922,212.3439229
14106,WBGene00008831,110.912098,0.09440041468,0.1504480078,0.6274620452,0.5303564081,0.6458572507,102.6986579,122.3290556,120.9772702,119.1211099,106.1929595,95.17073501,99.79379261,121.0132034
14107,WBGene00045336,12.60536246,0.2969901879,0.4737461265,0.626897343,0.5307265291,0.6462621618,8.326918212,14.15377503,10.87436137,21.38071204,19.46870923,9.783907337,6.579810502,10.27470595
14108,WBGene00017680,9.766349392,0.3287441904,0.5245570082,0.6267082229,0.5308505128,0.646367317,5.551278808,19.20869468,8.155771025,5.345178009,9.734354617,8.894461216,10.96635084,10.27470595
14109,WBGene00009515,24.50430638,0.2019142502,0.3222246709,0.6266256697,0.5309046377,0.6463874029,20.35468896,33.3624697,14.95224688,29.01668062,30.08800518,21.34670692,25.22260692,21.69104588
14110,WBGene00017502,4.731285167,-0.4647850068,0.7421687784,-0.6262524379,0.5311493775,0.6466395469,4.626065673,1.01098393,8.155771025,5.345178009,1.769882658,3.557784486,7.676445586,5.70816997
14111,WBGene00012316,3614.054335,-0.0258531872,0.04128888904,-0.6261536168,0.5312141872,0.6466726176,3819.27982,3692.113314,3519.215197,3570.57891,3621.179917,3631.608514,3623.282316,3435.176688
14112,WBGene00012003,30.76969468,-0.1842147224,0.2942829702,-0.6259781947,0.5313292438,0.6467330067,39.78416479,19.20869468,35.34167444,26.72589004,23.00847455,33.79895262,32.89905251,35.39065381
14113,WBGene00044337,8.422920734,-0.9088814632,1.451972723,-0.6259631803,0.5313390921,0.6467330067,1.850426269,0,39.41955995,6.108774867,1.769882658,8.005015094,1.096635084,9.133071951
14114,WBGene00004275,1.579621212,0.8713193098,1.392104115,0.6259009656,0.5313799011,0.6467368529,0,4.043935722,1.359295171,3.054387434,0,0.8894461216,3.289905251,0
14115,WBGene00022118,1232.853403,-0.0371478812,0.05936271384,-0.6257780144,0.5314605544,0.646789189,1238.860387,1254.631058,1163.556666,1268.334382,1271.660689,1230.103986,1321.445276,1114.234778
14116,WBGene00018857,859.4617522,0.04311126508,0.06895354148,0.6252219126,0.5318254221,0.6471873832,768.8521149,810.8091122,875.38609,917.079827,827.4201424,860.9838457,918.9802001,896.1826852
14117,WBGene00020193,575.1139178,-0.04692045104,0.07509244683,-0.624835826,0.5320788146,0.6474269303,590.2859799,616.7001975,627.9943689,530.6998166,569.9022158,541.672688,549.4141769,574.2418989
14118,WBGene00168467,2.29676407,-0.6213894544,0.9945300254,-0.6248071335,0.5320976482,0.6474269303,1.850426269,1.01098393,1.359295171,3.054387434,3.539765315,0.8894461216,4.386540335,2.283267988
14119,WBGene00219443,1.918647383,-0.777462341,1.245193799,-0.6243705531,0.5323842591,0.6477297828,3.700852538,0,4.077885512,0,0.8849413288,4.447230608,1.096635084,1.141633994
14120,WBGene00011486,604.6070559,-0.06279721422,0.1006189918,-0.6241089592,0.5325560305,0.6478928819,553.2774545,625.7990529,619.8385979,615.4590679,649.5469353,458.0647526,647.0146994,667.8558865
14121,WBGene00008631,4.08057414,-0.4938797857,0.7922643447,-0.6233775242,0.5330364642,0.6483855248,7.401705077,3.032951791,4.077885512,2.290790575,0.8849413288,2.668338365,6.579810502,5.70816997
14122,WBGene00022236,70.65285177,0.117000849,0.1876752688,0.6234217739,0.5330073931,0.6483855248,71.24141137,90.98855374,65.2461682,67.19652354,71.68024763,74.71347421,62.50819977,61.64823567
14123,WBGene00006180,1.847437243,-0.6778890121,1.088242905,-0.6229206816,0.5333366466,0.6487047309,1.850426269,1.01098393,1.359295171,0.7635968584,3.539765315,1.778892243,2.193270167,2.283267988
14124,WBGene00004106,440.5777478,-0.07536693325,0.1211098864,-0.6223020719,0.5337432591,0.6491533351,420.0467631,311.3830506,426.8186836,428.3778376,453.9749017,454.5069681,506.6454087,522.8683692
14125,WBGene00018444,16.33585469,-0.2490242889,0.4002057104,-0.6222407187,0.5337835951,0.6491564316,14.80341015,10.1098393,23.1080179,22.90790575,13.27411993,14.23113795,20.83606659,11.41633994
14126,WBGene00002212,12.6981492,-0.2602261015,0.4186712534,-0.6215523501,0.5342362615,0.6496149572,13.87819702,9.098855374,13.59295171,12.98114659,10.61929595,12.4522457,17.54616134,11.41633994
14127,WBGene00018445,8.308491139,0.3685398842,0.5928868196,0.6216024239,0.5342033268,0.6496149572,10.17734448,12.13180716,1.359295171,13.74474345,5.309647973,7.115568973,12.06298592,4.566535976
14128,WBGene00008151,1256.672059,0.03383971478,0.05445272598,0.6214512529,0.5343027587,0.6496498293,1274.018486,1359.773386,1264.144509,1241.608492,1197.325618,1213.20451,1231.521199,1271.780269
14129,WBGene00014870,50.09942381,-0.1427820349,0.2298393765,-0.6212252971,0.5344513972,0.6497845637,61.06406688,49.53821259,48.93462615,32.83466491,48.67177308,53.3667673,50.44521385,55.9400657
14130,WBGene00017180,18.78389623,-0.212173646,0.3416070433,-0.6211044245,0.5345309183,0.6498352523,20.35468896,17.18672682,23.1080179,17.56272774,16.81388525,19.56781467,20.83606659,14.84124192
14131,WBGene00236806,1.363812531,0.9577529792,1.542957551,0.6207254234,0.5347802989,0.6500924191,2.775639404,0,0,4.581581151,0.8849413288,2.668338365,0,0
14132,WBGene00010402,14.35408388,0.2535585723,0.4085284334,0.6206632185,0.5348212349,0.650096177,16.65383642,20.21967861,14.95224688,14.50834031,9.734354617,10.67335346,10.96635084,17.12450991
14133,WBGene00021445,35.53908282,-0.1652381325,0.2663505818,-0.6203783425,0.5350087276,0.6502780671,34.23288598,29.31853398,27.18590342,40.4706335,47.78683176,29.35172201,40.5754981,35.39065381
14134,WBGene00008167,1345.848084,-0.04468624311,0.07209590316,-0.6198166768,0.5353784879,0.6506814536,1396.14662,1264.740897,1364.732351,1136.995722,1356.615057,1465.807208,1345.571248,1436.175564
14135,WBGene00012485,36.35699791,-0.159812356,0.2578991066,-0.6196700645,0.5354750281,0.6506831342,35.15809912,32.35148577,46.21603581,32.07106805,29.20306385,40.02507547,43.86540335,31.96575183
14136,WBGene00013203,223.2400702,0.06674437035,0.1077042424,0.6197004766,0.5354550018,0.6506831342,196.1451845,225.4494165,210.6907515,221.4430889,242.4739241,225.0298688,221.5202869,243.1680407
14137,WBGene00013410,17.24002936,-0.2379399787,0.3839958843,-0.6196420023,0.5354935073,0.6506831342,21.2799021,18.19771075,20.38942756,20.61711518,15.04400259,16.89947631,18.64279642,6.849803964
14138,WBGene00012063,24.18331771,0.2177092747,0.3515955641,0.6192037014,0.5357821738,0.650987847,37.93373852,29.31853398,17.67083722,32.07106805,15.04400259,22.23615304,18.64279642,20.54941189
14139,WBGene00198082,2.438670202,-0.594169632,0.9598617639,-0.6190158358,0.5359059267,0.6510921571,2.775639404,3.032951791,2.718590342,0.7635968584,1.769882658,1.778892243,4.386540335,2.283267988
14140,WBGene00219460,1.237650586,0.9371497368,1.515440352,0.618400939,0.536311079,0.6515383109,0,1.01098393,1.359295171,3.054387434,0,0,2.193270167,2.283267988
