,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ig01,ig02,ig03,ig04,ig05,ig06,ig07,ig08
1510,WBGene00004921,139.616961,1.080736254,0.1396569672,7.738505821,1.01E-14,1.14E-13,94.37173973,183.9990753,82.91700542,169.5185026,94.68872218,191.2309161,84.44090144,215.7688249
1511,WBGene00012007,182.7910637,1.054425546,0.1362692047,7.737812428,1.01E-14,1.15E-13,146.1836753,228.4823683,99.22854747,232.8970418,105.3080181,281.9544205,122.8231294,245.4513087
1512,WBGene00013196,2355.289283,-0.3269222421,0.04225023167,-7.737762117,1.01E-14,1.15E-13,2511.028447,2092.736736,2612.565318,2121.272073,2651.284221,2083.082817,2711.978562,2058.366091
1513,WBGene00020054,91.7890992,1.321261554,0.1708981976,7.731278457,1.06E-14,1.21E-13,61.06406688,128.3949592,54.37180683,126.7570785,50.44165574,144.9797178,43.86540335,124.4381053
1514,WBGene00011019,66.03957604,1.563086826,0.2022495781,7.728504753,1.09E-14,1.23E-13,31.45724658,86.94461801,36.70096961,103.0855759,29.20306385,103.1757501,37.28559284,100.4637915
1515,WBGene00045038,4275.181786,-0.3382682581,0.04377308436,-7.727768401,1.09E-14,1.24E-13,4999.851779,3967.100943,4565.872479,3760.714528,4630.897974,3640.502976,4895.379013,3741.134598
1516,WBGene00011142,2976.993835,-0.3064176819,0.03966876776,-7.724406358,1.12E-14,1.27E-13,3389.055712,2630.580187,3288.135018,2727.567978,3292.866684,2594.514337,3196.691269,2696.539494
1517,WBGene00021035,20471.09846,-0.4090889726,0.05298136975,-7.721374033,1.15E-14,1.30E-13,21763.78857,17605.27416,25626.79185,19040.28766,23389.88426,16863.89847,22646.61111,16832.25161
1518,WBGene00008035,4722.26436,-0.3446907869,0.04465630935,-7.718747741,1.17E-14,1.33E-13,5168.24057,4128.858372,5755.255753,4244.071339,5166.287478,4098.567728,5053.294466,4163.539176
1519,WBGene00007343,51.53538356,2.232441307,0.2892699571,7.717501427,1.19E-14,1.34E-13,19.42947583,61.67001975,12.23365654,67.19652354,23.00847455,120.9646725,16.44952625,91.33071951
1520,WBGene00011917,3031.430095,-0.3177942436,0.04120188834,-7.713098996,1.23E-14,1.39E-13,3304.861317,2841.875828,3303.087265,2683.27936,3424.722942,2645.212766,3421.501461,2626.89982
1521,WBGene00011914,1496.321004,-0.3967873737,0.05144978654,-7.712128668,1.24E-14,1.40E-13,1629.30033,1328.432885,1811.940463,1306.514225,1705.281941,1239.887893,1660.305517,1288.904779
1522,WBGene00010925,43.3792218,2.232018503,0.2895692404,7.708064918,1.28E-14,1.44E-13,23.13032837,68.74690727,8.155771025,64.14213611,15.04400259,90.7235044,13.159621,63.93150366
1523,WBGene00007580,5790.439046,-0.2884781916,0.03744980895,-7.70306177,1.33E-14,1.50E-13,6173.947247,5406.74206,6400.920959,5243.619627,6338.834738,5197.923135,6561.167706,5000.356893
1524,WBGene00000625,233.3572989,2.136100459,0.2773645262,7.701419096,1.35E-14,1.52E-13,123.0533469,394.2837329,59.80898751,320.7106805,100.8833115,468.7381061,60.3149296,339.0652962
1525,WBGene00020811,119.7375024,1.229567306,0.1596949672,7.699474363,1.37E-14,1.54E-13,72.1666245,146.5926699,65.2461682,145.847,68.14048232,190.34147,80.05436111,189.511243
1526,WBGene00044417,30.7057092,2.63957236,0.3428357366,7.699233416,1.37E-14,1.54E-13,11.10255762,63.69198761,6.796475854,49.6337958,7.964471959,54.25621342,7.676445586,44.52372576
1527,WBGene00008331,4313.096584,-0.2743300951,0.03565175796,-7.694714395,1.42E-14,1.60E-13,4620.514394,4009.562268,4815.98279,3817.220695,4690.189043,3868.201183,4761.589533,3921.512769
1528,WBGene00016263,3324.930122,-0.4060437134,0.05277044165,-7.694529376,1.42E-14,1.60E-13,3755.440113,3112.819522,3960.986128,2964.283004,3738.877114,2703.91621,3708.819853,2654.299036
1529,WBGene00006672,215.07887,0.9707497148,0.1261659442,7.694229384,1.42E-14,1.60E-13,160.0618723,303.2951791,163.1154205,239.7694135,128.3164927,311.3061426,130.499575,284.2668645
1530,WBGene00019627,2931.718592,-0.3476796747,0.04518828307,-7.694022677,1.43E-14,1.60E-13,3254.899808,2517.349987,3502.903655,2614.555643,3189.328549,2502.901386,3190.111458,2681.698252
1531,WBGene00004117,6192.896009,-0.3525767227,0.04583200816,-7.692805463,1.44E-14,1.62E-13,6894.688279,5230.830856,6921.53101,5339.832831,6855.640474,5215.712057,7106.195342,5978.737226
1532,WBGene00020684,9978.696332,-0.3836750042,0.04987928517,-7.692071026,1.45E-14,1.62E-13,11095.15591,9337.447581,12229.57865,8752.347191,10754.69197,8256.728347,11118.78311,8284.837894
1533,WBGene00018700,9552.602404,-0.3113801513,0.04048145117,-7.691921665,1.45E-14,1.62E-13,9996.92792,8212.222467,10988.54216,8704.240589,10427.26368,8396.371388,10911.51908,8783.731949
1534,WBGene00022653,4206.228442,0.3922737583,0.05100350682,7.691113471,1.46E-14,1.63E-13,3576.873978,5013.469311,3436.298192,4438.024941,3631.799213,4678.4866,3899.634358,4975.240946
1535,WBGene00006562,11137.49572,-0.3275843892,0.04260677129,-7.688552294,1.49E-14,1.67E-13,12296.08256,10450.54089,13104.96474,9998.537264,11860.86863,9506.400148,12331.66152,9550.909993
1536,WBGene00021468,2400.845581,0.4646035492,0.06043094489,7.68817284,1.49E-14,1.67E-13,1987.357813,2525.437858,1953.30716,2875.705769,1931.826921,2710.142332,2197.656708,3025.330084
1537,WBGene00009606,1844.430459,-0.4321762839,0.05623562474,-7.685097941,1.53E-14,1.71E-13,2026.216765,1731.815473,2252.352098,1524.139329,2087.576595,1516.505637,2111.022536,1505.815238
1538,WBGene00012853,133.3735769,1.320898651,0.1719253529,7.682977694,1.55E-14,1.74E-13,81.41875585,167.8233324,62.52757786,158.0645497,68.14048232,242.8187912,92.11734703,194.077779
1539,WBGene00001945,425.0937584,0.6664665114,0.08674964268,7.682642727,1.56E-14,1.74E-13,346.0297123,488.3052384,349.3388589,494.8107643,307.9595824,575.4716407,312.5409988,526.2932712
1540,WBGene00010714,48.21217222,2.198819726,0.2862074794,7.682607493,1.56E-14,1.74E-13,21.2799021,65.71395548,13.59295171,67.9601204,23.89341588,102.286304,8.773080669,82.19764756
1541,WBGene00012347,2211.442059,-0.3450920174,0.04492306565,-7.681844782,1.57E-14,1.75E-13,2415.731494,1896.605853,2448.090603,2003.678156,2428.279006,1914.088054,2608.894864,1976.168444
1542,WBGene00006436,842.165519,1.541565594,0.2007449592,7.679224425,1.60E-14,1.78E-13,395.0660085,921.0063606,414.5850271,1046.127696,495.5671441,1622.349726,416.7213318,1425.900858
1543,WBGene00003936,2483.045211,0.5253359067,0.06843301733,7.676643924,1.63E-14,1.82E-13,1965.152698,2494.097356,2176.231568,2964.283004,2058.373531,3236.694436,1947.623909,3021.905182
1544,WBGene00004827,281.6302016,0.7923586548,0.10323799,7.675068592,1.65E-14,1.84E-13,217.4250866,352.8333917,199.8163901,350.490958,222.1202735,398.4718625,184.2346941,327.6489563
1545,WBGene00003066,2258.713112,-0.3366456495,0.04387013934,-7.67368544,1.67E-14,1.86E-13,2459.216512,2061.396234,2567.708578,2003.678156,2450.402539,1935.434761,2609.991499,1981.876613
1546,WBGene00017763,2481.534087,-0.3441228722,0.04486089396,-7.670887532,1.71E-14,1.90E-13,2665.539041,2249.439245,2908.891665,2235.811601,2781.370596,2168.469644,2755.843965,2086.906941
1547,WBGene00020031,7049.026721,-0.3243549923,0.04230092523,-7.667799002,1.75E-14,1.94E-13,7346.192289,6170.034927,8168.004681,6414.977208,7829.960877,6001.982428,8013.112556,6447.948798
1548,WBGene00010198,2426.32152,-0.3225294744,0.04206449011,-7.667499916,1.75E-14,1.95E-13,2746.032584,2190.802177,2724.027522,2215.958083,2717.654821,2122.218446,2600.121783,2093.756745
1549,WBGene00006747,52.92636206,1.866974497,0.2435059023,7.667060551,1.76E-14,1.95E-13,23.13032837,65.71395548,24.46731307,77.1232827,24.77835721,100.5074117,18.64279642,89.04745153
1550,WBGene00044242,39.8958124,2.501447775,0.3262866307,7.666412105,1.77E-14,1.96E-13,6.476491942,77.84576264,8.155771025,72.54170155,10.61929595,70.26624361,23.02933676,50.23189573
1551,WBGene00002073,24110.32747,-0.3283621018,0.04284640383,-7.663702724,1.81E-14,2.00E-13,26219.61502,22234.56958,28814.33903,21933.55616,26438.50714,21006.04905,25906.90722,20329.07653
1552,WBGene00014090,768.5559147,0.4922648761,0.06424162624,7.662708822,1.82E-14,2.02E-13,683.7325065,940.2150553,595.3712848,905.6258741,638.0426981,872.5466453,633.8550784,879.0581753
1553,WBGene00013596,2942.437814,-0.2975545572,0.03883925921,-7.661180036,1.84E-14,2.04E-13,3199.38702,2723.590708,3316.680217,2595.465722,3263.663621,2590.956552,3198.884539,2650.874134
1554,WBGene00000594,49.2894174,1.972181582,0.2574367784,7.660838495,1.85E-14,2.04E-13,22.20511523,82.90068229,12.23365654,62.61494239,20.35365056,93.39184277,24.12597184,76.48947759
1555,WBGene00022459,3803.510275,-0.2884551086,0.03766110946,-7.659230244,1.87E-14,2.07E-13,4193.991139,3537.432772,4226.048686,3336.154674,4053.916227,3403.020861,4256.04076,3421.47708
1556,WBGene00020096,1214.568133,-0.4428636511,0.05782345787,-7.658892558,1.88E-14,2.07E-13,1422.052588,1064.566079,1503.380459,1064.454021,1331.8367,1008.631902,1346.667883,974.9554308
1557,WBGene00012385,2151.223628,-0.4110889552,0.05369732367,-7.655669354,1.92E-14,2.12E-13,2395.376806,2030.055732,2531.007608,1850.958785,2409.695238,1716.631015,2488.265005,1787.798835
1558,WBGene00019426,120.5268873,1.355513157,0.1771690281,7.650960054,1.99E-14,2.20E-13,73.09183763,148.6146378,84.27630059,144.3198062,62.83083435,205.4620541,51.54184893,194.077779
1559,WBGene00004049,5410.316168,-0.391550117,0.05118485429,-7.649726125,2.01E-14,2.22E-13,5681.73386,4916.414853,6691.810126,4563.254826,6042.379393,4461.461746,6147.736279,4777.738265
1560,WBGene00001635,3663.061297,-0.2703296307,0.03534553778,-7.648196848,2.04E-14,2.24E-13,4000.621594,3296.818597,3973.219784,3401.824004,4007.014337,3321.191818,4043.293553,3260.506687
1561,WBGene00001601,4554.958581,-0.3787665928,0.049532628,-7.646809953,2.06E-14,2.27E-13,5110.877356,3983.276686,5656.027206,4023.391847,4868.06225,4058.542653,4973.240104,3766.250546
1562,WBGene00003497,2695.15473,0.5217128166,0.06825708727,7.643350127,2.12E-14,2.33E-13,2059.524438,2715.502837,2316.238971,3126.929135,2284.918511,3413.694215,2193.270167,3451.159564
1563,WBGene00022034,9255.569523,-0.317889092,0.04160491023,-7.640662852,2.16E-14,2.38E-13,9765.624636,8521.583549,10955.91908,8352.986034,10206.91329,8148.21592,10165.80723,7927.506454
1564,WBGene00012018,7440.508336,0.5011435609,0.06559020686,7.640524171,2.16E-14,2.38E-13,5492.065167,7582.379478,6324.80043,8627.880903,6438.833108,9208.435697,6390.092632,9459.579274
1565,WBGene00006988,2581.770038,-0.3235386516,0.04234559803,-7.640431749,2.16E-14,2.38E-13,2798.769732,2364.691413,2967.341358,2228.175633,2866.324964,2232.509765,2846.864677,2349.48276
1566,WBGene00013846,34.31682601,2.796987584,0.3661255478,7.639422053,2.18E-14,2.39E-13,6.476491942,44.48329294,5.437180683,50.39739266,6.194589302,64.04012075,16.44952625,81.05601357
1567,WBGene00015745,2668.002604,-0.3176325509,0.04158183331,-7.638733686,2.19E-14,2.40E-13,2906.094456,2430.405369,2919.766027,2360.277889,2971.632982,2275.203179,3040.969087,2439.671845
1568,WBGene00003730,425.4506595,0.7352793004,0.09629512971,7.635685238,2.25E-14,2.46E-13,320.1237446,511.5578688,301.7635279,450.5221465,337.1626463,584.3661019,314.734269,583.3749709
1569,WBGene00004109,4650.064783,-0.2722723323,0.03566596899,-7.633953037,2.28E-14,2.49E-13,4933.236434,4278.483993,5218.334161,4231.090192,5174.25195,4132.366681,5026.975224,4205.779634
1570,WBGene00018007,4469.859008,-0.3057482491,0.04005106171,-7.63396115,2.28E-14,2.49E-13,4922.133876,4157.165922,5211.537685,3941.686983,4844.168834,3945.582995,4793.391951,3943.203815
1571,WBGene00001821,101.4734508,1.249628662,0.1636989187,7.633701382,2.28E-14,2.49E-13,62.91449315,135.4718467,62.52757786,138.2110314,49.55671441,135.1958105,65.79810502,162.1120271
1572,WBGene00003504,4524.767319,-0.2646180441,0.03466815156,-7.632885868,2.30E-14,2.51E-13,4853.668104,4064.1554,4970.94244,4172.293234,5065.404166,4067.437114,4864.673231,4139.564862
1573,WBGene00013381,2073.592756,-0.3834665386,0.05024953096,-7.631246128,2.32E-14,2.54E-13,2281.57559,1900.649789,2458.964964,1847.904397,2386.686764,1748.651075,2267.841353,1696.468115
1574,WBGene00012031,5646.989228,-0.3002334039,0.03936279188,-7.627340175,2.40E-14,2.62E-13,6052.744327,5120.633607,6532.772591,5132.898082,6273.34908,4835.918563,6074.261728,5153.335849
1575,WBGene00004364,211.9106828,0.983461903,0.1289422438,7.62715053,2.40E-14,2.62E-13,149.8845278,272.9656612,137.2888122,229.0790575,130.0863753,325.5372805,151.3356415,299.1081064
1576,WBGene00000136,452.3638801,0.6163002044,0.0808284775,7.624790463,2.44E-14,2.66E-13,362.6835488,542.8983706,390.117714,550.5533349,352.2066489,579.9188713,326.7972549,513.7352973
1577,WBGene00011736,616.7063804,0.563529578,0.07391932181,7.62357614,2.47E-14,2.69E-13,514.4185028,701.6228477,524.6879359,710.1450783,509.7262054,776.4864641,441.9439387,754.62007
1578,WBGene00003767,2882.157673,0.5667979815,0.07436062817,7.622286087,2.49E-14,2.71E-13,2365.769985,3688.069378,1950.58857,3611.81314,2369.872879,3087.267488,2601.218418,3382.661524
1579,WBGene00017162,4243.544509,-0.3434825341,0.04506623563,-7.621726761,2.50E-14,2.72E-13,4882.349711,3862.969598,4762.970278,3797.367177,4603.464792,3439.488152,4734.173656,3865.572703
1580,WBGene00019060,1368.367166,-0.5763252199,0.07563486261,-7.619835616,2.54E-14,2.76E-13,1447.033343,1001.885075,1722.226981,1036.964534,1600.858864,1112.697098,1782.032011,1243.239419
1581,WBGene00015679,48.80998695,2.62884703,0.3450373168,7.619022356,2.56E-14,2.78E-13,19.42947583,62.68100368,2.718590342,59.56055496,14.15906126,129.8591338,16.44952625,85.62254955
1582,WBGene00010005,1085.284653,0.7021166387,0.09216486878,7.618050652,2.58E-14,2.80E-13,779.9546725,1251.598106,655.1802723,1482.905099,936.2679259,1340.395305,929.9465509,1306.029289
1583,WBGene00000459,4670.532709,-0.3271687569,0.04295865624,-7.615898297,2.62E-14,2.84E-13,4899.928761,3924.639618,5303.969756,4187.565172,5376.018572,4182.175664,5213.403188,4276.560941
1584,WBGene00011292,6281.130454,-0.2615800116,0.03435715922,-7.613551805,2.67E-14,2.89E-13,6793.840047,5911.223041,6990.855063,5739.957585,6779.53552,5672.887363,6837.519747,5523.225263
1585,WBGene00003687,1279.700292,0.4405534582,0.05788922744,7.610283944,2.73E-14,2.96E-13,1102.854056,1514.453928,1052.094462,1342.403277,1104.406778,1554.751821,1079.088922,1487.549094
1586,WBGene00018293,226.3109862,0.8426928664,0.1107305087,7.610304296,2.73E-14,2.96E-13,140.6323965,303.2951791,160.3968302,271.8404816,177.8732071,303.3011275,168.8818029,284.2668645
1587,WBGene00000986,88.14115185,1.461265735,0.1920714583,7.607927529,2.79E-14,3.01E-13,61.06406688,147.6036538,46.21603581,135.1566439,47.78683176,115.6279958,31.80241743,119.8715694
1588,WBGene00007111,5089.894632,-0.2982007592,0.03920574835,-7.606046862,2.83E-14,3.06E-13,5328.302442,4711.185116,5748.459277,4509.803046,5586.634609,4474.803438,5795.716417,4564.252708
1589,WBGene00016033,274.563099,0.8859817779,0.1164865735,7.605870367,2.83E-14,3.06E-13,200.7712502,382.1519257,191.6606191,300.0935654,187.6075617,418.0396771,190.8145046,325.3656883
1590,WBGene00016289,234.8234117,0.8147817589,0.1071453979,7.604449419,2.86E-14,3.09E-13,169.3140036,327.5587934,175.349077,277.9492565,180.5280311,295.2961124,154.6255468,297.9664724
1591,WBGene00008410,3278.620789,-0.34092558,0.04484388735,-7.602498359,2.90E-14,3.14E-13,3596.303454,3082.490004,3780.19987,2923.812371,3599.941326,2735.93627,3683.597246,2826.685769
1592,WBGene00016995,7612.47886,-0.3075551718,0.04049010801,-7.595810112,3.06E-14,3.30E-13,7997.542336,6501.637656,8380.054728,6822.73793,8844.10364,7003.498761,8461.636306,6888.619519
1593,WBGene00008132,2406.064347,0.3899323085,0.0513530195,7.593171976,3.12E-14,3.37E-13,2136.317128,2572.954103,2011.756853,2587.829753,2084.036829,2905.820479,2094.57301,2855.226619
1594,WBGene00021763,10178.6811,-0.3693554196,0.04867437846,-7.588292471,3.24E-14,3.49E-13,11463.39074,9284.876417,12478.32967,9160.107914,11207.78193,8490.652677,10755.7969,8588.512536
1595,WBGene00011320,6047.88034,-0.3530973409,0.0465981107,-7.577503371,3.52E-14,3.79E-13,6801.241753,5623.092621,7111.832333,5507.82414,6600.777372,5181.913104,6631.352351,4925.00905
1596,WBGene00022865,2983.192545,-0.3534391805,0.04665488301,-7.575609619,3.57E-14,3.85E-13,3426.064237,2734.711532,3434.938897,2701.605685,3226.496085,2437.971819,3301.968237,2601.783872
1597,WBGene00001499,4843.319462,-0.3049041939,0.04025007256,-7.575245819,3.58E-14,3.86E-13,5303.321688,4537.29588,5570.39161,4409.00826,5277.790085,4180.396771,5267.138307,4201.213098
1598,WBGene00016421,2409.516458,-0.3235085304,0.04270744896,-7.57499074,3.59E-14,3.86E-13,2741.406518,2205.966936,2726.746113,2183.887015,2612.346803,2100.871739,2637.407376,2067.499163
1599,WBGene00021354,501.561867,-0.5624624441,0.07426829047,-7.573386172,3.64E-14,3.91E-13,571.7817172,415.5143954,649.7430916,408.5243193,584.9462183,395.8035241,588.8930399,397.2886299
1600,WBGene00016960,2342.078911,-0.3363846827,0.044427149,-7.571601831,3.69E-14,3.96E-13,2542.485694,2178.67037,2715.871751,2047.966774,2570.75456,2019.042696,2629.730931,2032.108509
1601,WBGene00006940,8244.20921,-0.3331002592,0.04401896292,-7.567199159,3.81E-14,4.09E-13,8858.915764,7244.710845,9626.528399,7626.041825,8897.20012,6830.946214,9390.486221,7478.844294
1602,WBGene00009787,2218.430258,-0.4505096709,0.0595430803,-7.566112949,3.85E-14,4.12E-13,2562.840383,1773.265814,2483.432277,1932.663649,2847.741196,1842.932364,2350.088984,1954.477398
1603,WBGene00010493,1652.038862,-0.4274963957,0.05654322664,-7.560523535,4.01E-14,4.30E-13,1749.578038,1367.861258,1999.523196,1503.522214,1892.889502,1419.55601,1946.527273,1336.853407
1604,WBGene00004239,18441.23334,-0.416414979,0.05508747518,-7.559158914,4.06E-14,4.34E-13,20344.51162,16233.36897,23627.26866,16815.93002,20063.38981,15263.78489,20312.97165,14868.64114
1605,WBGene00021070,915.0860744,0.4411940869,0.0583665591,7.559021703,4.06E-14,4.35E-13,773.4781805,1044.3464,723.1450308,1039.255324,812.3761398,1086.013714,791.7705304,1050.303274
1606,WBGene00003229,22308.47256,-0.3899150687,0.05160226781,-7.556161487,4.15E-14,4.44E-13,24088.84917,19165.22237,28209.45268,20488.83091,24537.65317,19188.02118,24395.74407,18394.00691
1607,WBGene00010687,3145.810788,-0.314854022,0.04167092571,-7.555724204,4.17E-14,4.45E-13,3396.457417,2936.908318,3520.574492,2837.525926,3491.093542,2674.564488,3544.32459,2765.037533
1608,WBGene00011152,428.3394944,-0.5944457228,0.07868398711,-7.554850036,4.19E-14,4.48E-13,491.2881745,352.8333917,523.3286407,322.2378743,510.6111467,336.210634,535.1579208,355.0481721
1609,WBGene00006460,10040.72489,-0.2280193114,0.03018703115,-7.553552062,4.24E-14,4.52E-13,10885.13253,9320.260854,10945.04472,9429.657605,10644.0743,9197.762343,10863.26714,9040.599598
1610,WBGene00013135,317.3761947,1.726733066,0.2287059569,7.550013515,4.35E-14,4.64E-13,123.97856,382.1519257,111.462204,413.1059004,176.9882658,610.1600394,175.4616134,545.7010491
1611,WBGene00013325,977.8402167,-0.5659151821,0.07497557772,-7.547993617,4.42E-14,4.71E-13,1132.460877,797.6663211,1341.624334,856.7556751,1129.185136,735.5719426,1071.412477,758.044972
1612,WBGene00004153,50.12590826,2.374614732,0.3146160553,7.547659097,4.43E-14,4.72E-13,24.0555415,73.80182692,5.437180683,84.75925128,20.35365056,120.0752264,13.159621,59.36496768
1613,WBGene00000240,1711.093723,0.5308194683,0.07033384559,7.547141263,4.45E-14,4.74E-13,1452.584621,1836.957802,1315.797725,1876.921078,1511.47979,2159.575183,1312.672195,2222.761386
1614,WBGene00006920,3352.589323,0.352834061,0.04675558815,7.546350606,4.48E-14,4.76E-13,2832.077405,3582.927049,3058.414134,3768.350496,3030.924051,4005.175886,2862.217568,3680.627996
1615,WBGene00001647,5767.475964,-0.3589185924,0.0475753867,-7.544207569,4.55E-14,4.84E-13,6309.953578,5405.731076,6932.405371,5062.647171,6180.43024,4929.310406,6509.625857,4809.704016
1616,WBGene00044069,6154.333508,-0.3014813105,0.03996714107,-7.543229323,4.58E-14,4.87E-13,6574.564535,5745.421676,7117.269514,5562.039517,6669.802795,5284.199408,6824.360126,5457.010491
1617,WBGene00011502,1740.688755,-0.356902801,0.04733797007,-7.539461462,4.72E-14,5.01E-13,1899.462565,1511.420976,2051.176413,1529.484507,1969.879398,1483.596131,1900.4686,1580.021448
1618,WBGene00015806,1629.52115,-0.3592059382,0.04764635407,-7.539001571,4.74E-14,5.03E-13,1825.445515,1467.948667,1912.528305,1431.74411,1776.077247,1372.415366,1813.834428,1436.175564
1619,WBGene00007317,96.40721637,1.56267314,0.2073946993,7.53477859,4.89E-14,5.19E-13,65.69013256,127.3839752,40.77885512,128.2842722,40.70730113,195.6781467,47.1553086,125.5797393
1620,WBGene00016893,701.3310524,0.4864286254,0.06455895898,7.534641715,4.90E-14,5.19E-13,569.9312909,844.1715819,608.9642365,795.6679265,560.1678611,839.6371388,600.9560258,791.1523578
1621,WBGene00011994,5628.20033,-0.3588553103,0.04763867,-7.532857452,4.96E-14,5.26E-13,6086.977213,5093.337041,6796.475854,5091.663852,6130.873526,4582.426418,6290.29884,4953.5499
1622,WBGene00000863,3497.402404,-0.2844030023,0.03779044829,-7.525790646,5.24E-14,5.55E-13,3785.046934,3223.01677,3826.415906,3186.48969,3787.548887,3134.408132,3968.722368,3067.570542
1623,WBGene00002136,4338.780477,-0.3325199206,0.04418847782,-7.525036774,5.27E-14,5.58E-13,4738.016462,4002.48538,5037.547903,3792.021999,4705.233045,3595.141223,4865.769866,3974.027933
1624,WBGene00022718,8432.091069,-0.2854479597,0.03793524332,-7.524611278,5.29E-14,5.59E-13,9090.219048,7381.193676,9593.905315,7699.347123,9067.993796,7353.940533,9304.948685,7965.180376
1625,WBGene00001860,8544.311795,-0.2902208197,0.03857730437,-7.523097437,5.35E-14,5.65E-13,8848.738419,7672.357048,9520.503376,7731.418191,9577.720002,7437.548469,9656.968547,7909.24031
1626,WBGene00003421,1977.120395,-0.3568908173,0.04744211428,-7.522658353,5.37E-14,5.67E-13,2177.026506,1797.529428,2206.136062,1647.84202,2247.750975,1678.384831,2244.812016,1817.481318
1627,WBGene00003915,710.4964959,0.5175702819,0.06880987458,7.5217443,5.41E-14,5.71E-13,612.4910951,798.677305,543.7180683,824.6846071,593.7956316,813.8432013,582.3132294,914.4488291
1628,WBGene00003422,7934.63555,-0.2600727179,0.03459148191,-7.518403478,5.54E-14,5.85E-13,8368.552803,7178.99689,8638.32081,7125.122286,8806.051163,7085.327805,8774.177304,7500.53534
1629,WBGene00004298,1888.717938,-0.3330241871,0.04430241722,-7.517065841,5.60E-14,5.91E-13,2084.505192,1686.321196,2108.26681,1625.697712,2077.84224,1640.138648,2149.404764,1737.566939
1630,WBGene00010785,18883.9602,-0.2797432986,0.03723114065,-7.513691328,5.75E-14,6.06E-13,20234.41125,16334.46736,21558.42141,17537.52905,20031.53192,16875.46126,21020.30128,17479.55808
1631,WBGene00019478,663.6220284,0.5031345257,0.06696671468,7.513203061,5.77E-14,6.08E-13,545.8757494,790.5894336,512.4542794,764.3604553,594.680573,778.2653564,538.4478261,784.3025538
1632,WBGene00004302,33389.30036,-0.2472883456,0.03292696006,-7.510208811,5.90E-14,6.21E-13,35468.97073,31119.09636,37664.70989,31102.06364,35992.33373,30475.98191,35861.06387,29430.18273
1633,WBGene00007760,631.1533507,-0.5549373289,0.07389879526,-7.509423218,5.94E-14,6.25E-13,795.6832958,551.997226,750.3309343,539.099382,742.4657749,466.0697677,716.1027096,487.4777154
1634,WBGene00004355,5874.003746,-0.2756349245,0.03671121018,-7.508194993,5.99E-14,6.30E-13,6276.645905,5296.544811,6545.006247,5317.688522,6357.418506,5115.204645,6554.587895,5528.933433
1635,WBGene00008732,30.6352913,2.792172367,0.3719464568,7.506920191,6.05E-14,6.36E-13,12.02777075,56.6151001,4.077885512,36.6526492,5.309647973,62.26122851,8.773080669,59.36496768
1636,WBGene00006540,3392.330972,-0.3615363937,0.04817336558,-7.504902125,6.15E-14,6.45E-13,3725.833293,3175.500525,4013.998639,2976.500554,3866.308666,2793.750268,3656.181369,2930.574462
1637,WBGene00015329,5464.559555,-0.2601768935,0.03468099849,-7.502001235,6.29E-14,6.60E-13,5887.131176,5120.633607,5959.150029,5025.230925,6003.441975,4963.109358,5977.757841,4780.021533
1638,WBGene00017569,143.892807,1.093219092,0.145766832,7.499779453,6.39E-14,6.70E-13,84.19439525,185.0100593,92.43207161,176.3908743,94.68872218,239.2610067,96.50388736,182.661439
1639,WBGene00004216,161.0012803,1.041484363,0.138875549,7.499407715,6.41E-14,6.72E-13,112.8760024,226.4604004,89.71348127,180.9724554,113.2724901,216.1354075,101.9870628,246.5929427
1640,WBGene00016392,6922.098035,-0.2362822269,0.03151593101,-7.49723138,6.52E-14,6.83E-13,7307.333337,6355.044986,7633.801679,6435.594323,7459.170461,6308.84134,7556.912362,6320.08579
1641,WBGene00010281,4494.607973,-0.3343646632,0.04461648534,-7.494195488,6.67E-14,6.98E-13,4935.08686,4097.51787,5396.401828,3969.940067,4809.656122,4028.301485,4920.60162,3799.357932
1642,WBGene00003034,2961.451036,-0.3122901773,0.04167140793,-7.494111499,6.67E-14,6.98E-13,3227.143414,2591.151814,3341.14753,2661.898648,3200.832786,2550.931477,3354.606721,2763.895899
1643,WBGene00011498,320.5740459,0.7920480409,0.1057001595,7.493347639,6.71E-14,7.02E-13,283.1152192,419.5583311,205.2535708,369.5808795,217.6955669,418.9291233,229.1967325,421.2629438
1644,WBGene00001830,7364.170714,-0.2961764429,0.03955322141,-7.488048568,6.99E-14,7.30E-13,7703.324559,6499.615688,8348.790939,6662.38259,8091.018569,6390.670384,8328.94346,6888.619519
1645,WBGene00013542,56.34963748,1.729289492,0.2309844065,7.486607077,7.07E-14,7.38E-13,24.98075463,75.82379478,31.26378893,78.65047642,23.89341588,107.6229807,25.22260692,83.33928156
1646,WBGene00017696,3790.265588,-0.3253880644,0.04346373412,-7.486426811,7.08E-14,7.39E-13,4178.262516,3618.311487,4321.199348,3349.899418,4191.967075,3230.468314,4173.793128,3258.223419
1647,WBGene00002992,1741.125522,-0.3987232226,0.05326257367,-7.485992416,7.10E-14,7.41E-13,1880.03309,1497.267201,2184.387339,1485.959486,1923.862449,1517.395083,1938.850828,1501.248702
1648,WBGene00001060,2507.861709,-0.2906978637,0.03884397496,-7.483731106,7.22E-14,7.53E-13,2760.835994,2306.054345,2801.507347,2230.466423,2744.203061,2249.409241,2732.814628,2237.602628
